city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-21,14.41,39.61,38.2,37.92,3.28,55.2
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-21,18.51,39.77,30.26,36.95,4.3,63.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-21,114.34,209.0,54.67,55.8,21.87,211.9
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-21,89.11,156.17,52.06,55.23,14.82,185.4
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-21,5.0,24.77,20.59,35.95,6.64,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-21,31.75,60.13,31.38,42.03,7.35,92.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-21,9.44,21.66,22.22,48.33,1.89,39.4
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-21,6.82,17.23,17.41,43.45,1.0,28.5
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-22,57.23,120.85,28.62,29.17,4.45,151.9
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-22,81.5,144.75,48.25,38.95,19.3,177.4
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-22,13.2,27.3,22.1,36.46,1.64,52.6
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-22,62.56,108.84,46.28,48.77,13.51,157.5
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-22,105.58,185.87,63.29,51.17,18.12,202.7
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-22,98.76,173.14,66.38,46.63,23.75,195.5
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-22,14.36,44.04,21.68,37.81,1.87,55.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-22,51.93,97.89,39.96,45.58,9.39,141.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-22,30.92,58.88,37.96,42.78,7.18,90.5
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-22,5.53,17.3,21.77,40.06,1.71,23.1
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-22,5.0,22.16,5.0,10.43,1.0,20.9
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-22,23.54,97.81,27.27,53.56,7.71,74.7
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-22,48.34,147.51,34.17,57.5,9.67,132.3
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-22,61.85,105.27,38.42,44.05,13.37,156.8
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-22,156.75,265.13,68.38,51.03,25.35,206.7
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-22,40.49,67.73,44.24,50.55,8.7,112.7
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-22,26.61,47.91,35.3,43.98,5.32,81.3
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-22,9.05,21.57,23.52,37.31,1.21,37.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-22,35.56,62.34,39.78,55.47,6.31,100.4
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-22,27.17,49.76,36.59,50.35,5.23,82.5
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-22,34.63,67.44,37.81,41.89,6.93,98.4
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-22,23.92,43.38,33.46,45.08,4.38,75.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-22,33.53,63.29,35.76,45.06,6.71,96.1
New York,US,North America,40.7128,-74.006,8.3,2024-09-22,28.54,50.81,30.27,48.16,6.11,85.4
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-22,35.81,66.21,32.4,65.24,5.16,101.0
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-22,45.01,85.02,37.01,52.0,12.0,124.0
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-22,30.77,56.15,32.38,50.23,7.15,90.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-22,9.48,22.22,22.74,42.84,1.9,39.5
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-22,55.44,95.66,43.22,48.13,10.09,150.0
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-22,58.54,100.32,45.77,57.06,10.71,153.3
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-22,34.82,65.23,34.41,47.05,6.36,98.8
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-22,29.77,54.65,30.88,55.53,5.35,88.0
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-22,13.95,38.92,37.97,37.78,3.19,54.2
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-22,12.26,30.39,27.13,35.08,3.05,50.6
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-22,108.4,200.1,51.7,54.02,20.68,205.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-22,103.38,177.57,59.19,59.51,17.68,200.4
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-22,57.27,105.91,47.64,52.18,17.45,152.0
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-22,28.16,54.74,29.58,40.95,6.63,84.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-22,19.24,36.36,27.12,51.27,3.85,65.5
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-22,9.17,20.76,18.59,44.15,1.43,38.2
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-23,135.43,238.14,67.71,52.63,20.09,234.0
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-23,95.82,166.23,55.41,43.25,22.16,192.4
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-23,15.67,31.01,23.34,37.2,2.13,57.9
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-23,6.08,24.12,18.04,31.82,2.22,25.4
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-23,70.34,133.02,45.67,40.6,11.07,165.7
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-23,76.72,140.09,55.36,40.02,19.34,172.4
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-23,55.53,105.79,42.26,50.16,10.11,150.1
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-23,54.83,102.24,41.41,46.45,9.97,148.6
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-23,34.05,63.58,39.53,43.72,7.81,97.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-23,17.99,35.98,27.99,43.8,4.2,62.8
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-23,98.54,190.32,51.77,44.06,13.71,195.3
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-23,80.3,182.95,55.65,70.59,19.06,176.1
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-23,71.26,181.89,45.63,64.38,14.25,166.7
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-23,74.65,124.47,44.82,47.89,15.93,170.2
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-23,166.56,279.84,73.28,53.97,27.31,217.0
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-23,34.87,59.3,41.43,48.86,7.57,98.9
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-23,16.09,32.13,30.04,40.83,3.22,58.7
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-23,13.88,28.82,25.94,38.76,2.18,54.0
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-23,40.61,69.91,42.3,56.98,7.32,113.0
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-23,43.71,74.56,44.85,55.31,8.54,120.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-23,23.18,50.27,32.09,38.45,4.64,73.9
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-23,28.11,49.66,35.55,46.33,5.22,84.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-23,59.13,101.69,48.56,52.74,11.83,153.9
New York,US,North America,40.7128,-74.006,8.3,2024-09-23,11.2,24.8,21.6,42.96,2.64,46.7
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-23,21.29,44.43,25.14,60.89,2.26,69.9
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-23,46.47,87.21,37.74,52.44,12.29,127.7
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-23,32.61,58.91,33.3,50.78,7.52,94.1
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-23,26.44,47.66,31.22,47.93,5.29,80.9
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-23,62.9,106.85,46.95,50.37,11.58,157.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-23,21.43,44.65,27.22,45.93,3.29,70.2
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-23,47.54,84.31,40.77,50.86,8.91,130.3
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-23,37.28,65.92,34.64,57.78,6.86,104.7
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-23,41.32,79.98,51.66,46.0,8.66,114.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-23,16.95,37.43,29.48,36.49,3.99,60.6
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-23,72.89,146.83,33.94,43.37,13.58,168.4
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-23,63.53,117.8,39.27,47.56,9.71,158.5
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-23,5.0,10.0,11.85,30.71,3.14,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-23,21.72,45.08,26.36,39.02,5.34,70.8
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-23,15.28,30.42,25.14,50.08,3.06,57.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-23,11.44,24.16,19.72,44.83,1.89,47.7
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-24,116.2,209.29,58.1,46.86,16.24,213.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-24,69.38,126.58,42.19,35.32,16.88,164.7
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-24,28.57,50.36,29.79,41.07,4.71,85.5
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-24,52.58,93.87,41.29,45.77,11.52,143.0
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-24,80.19,147.78,50.59,43.56,13.04,176.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-24,37.72,81.58,35.86,28.32,11.54,105.8
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-24,115.12,195.18,72.06,68.04,22.02,212.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-24,17.57,46.36,22.79,35.27,2.51,61.9
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-24,22.02,45.52,33.51,40.1,5.4,71.4
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-24,17.33,35.0,27.67,43.6,4.07,61.4
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-24,77.64,158.97,41.32,37.79,9.53,173.4
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-24,25.05,100.08,28.03,54.02,8.01,77.9
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-24,65.28,172.92,42.64,62.58,13.06,160.4
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-24,29.17,56.26,22.09,34.25,6.83,86.8
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-24,72.12,138.18,26.06,25.64,8.42,167.6
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-24,27.17,47.76,37.59,46.55,6.03,82.5
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-24,37.2,63.8,40.6,47.16,7.44,104.5
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-24,37.31,63.97,37.66,45.79,6.86,104.8
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-24,17.27,34.9,30.63,49.98,2.65,61.3
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-24,9.1,22.64,27.55,44.93,1.62,37.9
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-24,28.56,58.34,34.78,40.07,5.71,85.4
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-24,9.72,22.08,26.36,40.82,1.54,40.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-24,29.84,57.77,33.92,43.95,5.97,88.2
New York,US,North America,40.7128,-74.006,8.3,2024-09-24,39.81,67.71,35.9,51.54,8.36,111.0
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-24,41.05,74.07,35.02,66.81,6.21,114.1
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-24,84.94,144.91,56.97,63.98,19.99,181.0
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-24,45.62,78.43,39.81,54.69,10.12,125.5
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-24,17.75,34.63,26.88,45.33,3.55,62.3
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-24,72.22,120.82,51.61,53.16,13.44,167.7
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-24,34.86,64.8,33.93,49.96,5.97,98.9
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-24,74.95,125.42,54.47,59.08,14.39,170.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-24,9.88,24.81,20.94,49.56,1.38,41.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-24,34.32,69.48,48.16,43.9,7.26,97.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-24,35.36,65.04,38.68,42.01,7.67,100.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-24,41.55,99.82,18.27,33.96,7.31,115.4
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-24,37.12,78.17,26.06,39.63,4.42,104.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-24,23.04,54.57,30.52,41.91,10.61,73.6
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-24,46.69,82.53,38.84,46.51,10.34,128.2
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-24,5.92,16.38,20.46,47.28,1.18,24.7
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-24,12.82,26.23,20.41,45.25,2.16,51.7
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-25,92.62,173.93,46.31,39.79,11.52,189.1
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-25,37.59,78.89,26.3,25.78,10.52,105.5
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-25,12.32,25.98,21.66,36.2,1.46,50.7
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-25,77.21,130.81,53.6,53.16,16.44,172.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-25,74.73,139.59,47.86,41.92,11.95,170.3
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-25,70.95,131.43,52.48,38.29,18.19,166.3
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-25,99.91,172.37,64.46,63.47,18.98,196.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-25,77.2,135.8,52.6,53.16,14.44,172.9
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-25,28.99,55.98,36.99,42.2,6.8,86.4
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-25,23.2,43.8,30.6,45.36,5.24,74.0
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-25,122.67,226.5,63.83,51.3,18.53,220.6
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-25,46.82,132.73,38.91,60.55,12.36,128.5
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-25,67.52,176.29,43.76,63.26,13.5,162.7
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-25,82.06,135.6,48.53,50.12,17.41,178.0
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-25,92.9,169.35,36.45,31.87,12.58,189.4
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-25,12.29,25.43,30.14,42.09,3.06,50.6
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-25,5.0,10.0,22.65,36.39,1.0,20.9
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-25,18.43,35.65,28.22,40.13,3.09,63.8
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-25,41.43,71.14,42.71,57.23,7.49,115.1
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-25,20.93,40.39,33.46,48.48,3.99,69.1
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-25,40.76,76.64,40.88,43.73,8.15,113.4
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-25,18.22,34.83,30.61,43.37,3.24,63.3
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-25,36.03,67.04,37.01,45.81,7.21,101.6
New York,US,North America,40.7128,-74.006,8.3,2024-09-25,27.68,49.52,29.84,47.9,5.94,83.6
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-25,15.13,35.19,22.06,59.04,1.03,56.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-25,44.85,84.77,36.92,51.95,11.97,123.6
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-25,22.38,43.57,28.19,47.71,5.48,72.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-25,11.14,24.71,23.57,43.34,2.23,46.4
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-25,46.71,82.56,38.85,45.51,8.34,128.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-25,27.72,54.08,30.36,47.82,4.54,83.6
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-25,40.87,74.31,37.44,48.86,7.57,113.7
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-25,25.76,48.64,28.88,54.33,4.55,79.4
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-25,58.99,106.48,60.49,51.3,12.2,153.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-25,47.11,82.66,44.55,45.53,10.02,129.3
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-25,66.49,137.23,30.74,41.45,12.3,161.6
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-25,61.92,115.37,38.46,47.07,9.38,156.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-25,64.63,116.94,51.31,54.39,18.93,159.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-25,35.9,66.35,33.45,43.27,8.18,101.2
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-25,21.31,39.47,28.16,51.89,4.26,69.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-25,5.0,10.75,15.25,42.15,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-26,96.66,179.99,48.33,41.0,12.33,193.3
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-26,27.05,63.07,21.02,22.61,8.41,82.2
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-26,33.03,57.04,32.01,42.41,5.61,95.0
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-26,13.1,34.65,21.55,33.93,3.62,52.3
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-26,67.94,129.42,44.47,39.88,10.59,163.2
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-26,44.87,92.31,39.44,30.46,12.97,123.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-26,70.92,128.87,49.96,54.77,13.18,166.3
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-26,43.39,85.09,35.7,43.02,7.68,120.0
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-26,13.22,32.33,29.11,37.47,3.64,52.6
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-26,5.0,11.29,19.76,38.86,1.0,20.9
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-26,87.51,173.76,46.25,40.75,11.5,183.7
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-26,50.35,138.02,40.67,61.6,13.07,137.4
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-26,35.93,128.89,27.96,53.78,7.19,101.3
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-26,43.27,77.41,29.14,38.48,9.65,119.7
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-26,203.38,335.08,91.69,65.02,34.68,255.6
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-26,29.22,50.82,38.61,47.16,6.44,86.8
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-26,30.49,53.74,37.25,45.15,6.1,89.6
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-26,5.18,15.76,21.59,36.15,1.0,21.6
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-26,25.98,47.97,34.99,52.59,4.4,79.9
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-26,27.58,50.37,36.79,50.47,5.32,83.3
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-26,39.81,75.22,40.41,43.44,7.96,111.0
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-26,5.0,14.51,23.84,39.3,1.0,20.9
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-26,38.41,70.61,38.2,46.52,7.68,107.5
New York,US,North America,40.7128,-74.006,8.3,2024-09-26,14.21,29.31,23.1,43.86,3.24,54.7
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-26,15.63,35.95,22.32,59.19,1.13,57.8
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-26,35.21,70.32,32.11,49.06,10.04,99.7
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-26,27.67,51.5,30.83,49.3,6.53,83.5
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-26,16.41,32.62,26.21,44.92,3.28,59.4
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-26,45.67,81.0,38.33,45.2,8.13,125.7
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-26,71.59,119.88,52.29,60.98,13.32,167.0
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-26,33.66,63.5,33.83,46.7,6.13,96.4
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-26,5.38,18.07,18.69,48.21,1.0,22.4
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-26,53.52,98.28,57.76,49.66,11.1,145.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-26,48.16,84.25,45.08,45.85,10.23,131.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-26,97.53,183.8,46.27,50.76,18.51,194.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-26,58.91,110.86,36.95,46.17,8.78,153.7
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-26,14.23,41.35,26.12,39.27,8.85,54.8
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-26,32.5,61.25,31.75,42.25,7.5,93.9
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-26,20.34,38.01,27.67,51.6,4.07,67.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-26,15.39,30.09,21.7,46.02,2.68,57.3
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-27,87.08,165.62,43.54,38.12,10.42,183.3
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-27,150.15,247.73,82.58,59.55,33.03,249.5
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-27,29.74,52.11,30.37,41.42,4.95,88.0
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-27,55.39,98.08,42.69,46.62,12.08,150.0
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-27,86.49,157.23,53.74,45.45,14.3,182.6
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-27,81.68,147.52,57.84,41.5,20.34,177.6
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-27,32.58,71.36,30.79,43.27,5.52,94.0
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-27,46.25,89.37,37.12,43.87,8.25,127.1
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-27,22.26,45.9,33.63,40.18,5.45,72.0
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-27,33.5,59.25,35.75,48.45,7.3,96.0
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-27,119.4,221.6,62.2,50.32,17.88,217.2
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-27,60.51,153.27,45.76,64.65,15.1,155.4
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-27,47.39,146.08,33.69,57.22,9.48,130.0
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-27,85.91,141.37,50.46,51.27,18.18,182.0
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-27,96.38,174.57,38.19,32.91,13.28,193.0
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-27,12.44,25.67,30.22,42.13,3.09,51.0
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-27,27.79,49.69,35.9,44.34,5.56,83.8
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-27,19.04,36.56,28.52,40.31,3.21,65.1
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-27,28.12,51.18,36.06,53.24,4.82,84.5
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-27,41.72,71.59,43.86,54.72,8.14,115.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-27,45.27,83.4,43.13,45.08,9.05,124.7
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-27,7.22,18.33,25.11,40.07,1.04,30.1
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-27,33.19,62.78,35.59,44.96,6.64,95.3
New York,US,North America,40.7128,-74.006,8.3,2024-09-27,49.05,81.57,40.52,54.31,10.21,134.1
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-27,51.13,89.19,40.06,69.84,8.23,139.3
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-27,40.42,78.13,34.71,50.63,11.08,112.6
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-27,25.09,47.63,29.54,48.53,6.02,78.0
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-27,7.08,18.62,21.54,42.12,1.42,29.5
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-27,40.64,73.46,35.82,43.69,7.13,113.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-27,37.14,68.21,35.07,50.64,6.43,104.4
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-27,26.7,53.05,30.35,44.61,4.74,81.5
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-27,20.17,40.25,26.08,52.65,3.43,67.5
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-27,41.85,80.78,51.93,46.16,8.77,116.1
