city,country,continent,latitude,longitude,date,pm25,pm10,no2,o3,so2,aqi
Warsaw,PL,Europe,52.2297,21.0122,2024-04-25,34.67,65.0,36.33,45.4,6.93,98.5
New York,US,North America,40.7128,-74.006,2024-04-25,33.28,57.92,32.64,49.58,7.06,95.5
Los Angeles,US,North America,34.0522,-118.2437,2024-04-25,55.06,95.09,42.03,71.02,9.01,149.2
Mexico City,MX,North America,19.4326,-99.1332,2024-04-25,37.95,74.43,33.48,49.89,10.59,106.4
Chicago,US,North America,41.8781,-87.6298,2024-04-25,28.79,53.18,31.39,49.64,6.76,85.9
Toronto,CA,North America,43.6532,-79.3832,2024-04-25,5.0,10.46,18.82,40.49,1.0,20.9
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-25,28.33,54.99,29.66,40.0,4.67,84.9
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-25,30.36,58.04,31.68,48.61,5.07,89.3
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-25,31.66,60.49,32.83,46.1,5.73,92.1
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-25,20.66,41.0,26.33,52.8,3.53,68.5
Santiago,CL,South America,-33.4489,-70.6693,2024-04-25,10.37,33.56,36.19,36.71,2.47,43.3
Bogotá,CO,South America,4.711,-74.0721,2024-04-25,22.32,45.48,32.16,38.1,5.06,72.1
Cairo,EG,Africa,30.0444,31.2357,2024-04-25,130.87,233.81,62.94,60.76,25.17,229.2
Lagos,NG,Africa,6.5244,3.3792,2024-04-25,75.71,136.06,45.35,51.21,12.14,171.3
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-25,54.05,101.07,46.02,51.21,16.81,146.6
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-25,8.06,24.59,19.53,34.92,2.61,33.6
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-25,15.88,31.32,25.44,50.26,3.18,58.3
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-25,6.77,17.15,17.38,43.43,1.0,28.2
Delhi,IN,Asia,28.7041,77.1025,2024-04-26,180.07,305.11,90.04,66.02,29.01,231.2
Beijing,CN,Asia,39.9042,116.4074,2024-04-26,69.28,126.42,42.14,35.28,16.86,164.6
Tokyo,JP,Asia,35.6762,139.6503,2024-04-26,18.34,35.01,24.67,38.0,2.67,63.6
Seoul,KR,Asia,37.5665,126.978,2024-04-26,16.44,39.67,23.22,34.93,4.29,59.5
Mumbai,IN,Asia,19.076,72.8777,2024-04-26,37.12,83.18,29.06,30.64,4.42,104.3
Shanghai,CN,Asia,31.2304,121.4737,2024-04-26,60.5,115.75,47.25,35.15,16.1,155.4
Bangkok,TH,Asia,13.7563,100.5018,2024-04-26,22.04,55.55,25.52,40.11,3.41,71.5
Jakarta,ID,Asia,-6.2088,106.8456,2024-04-26,33.81,70.72,30.91,40.14,5.76,96.7
Hong Kong,HK,Asia,22.3193,114.1694,2024-04-26,15.34,35.51,30.17,38.1,4.07,57.1
Singapore,SG,Asia,1.3521,103.8198,2024-04-26,5.0,13.34,20.45,39.27,1.18,20.9
Kolkata,IN,Asia,22.5726,88.3639,2024-04-26,123.24,227.36,64.12,51.47,18.65,221.2
Dubai,AE,Asia,25.2048,55.2708,2024-04-26,49.17,136.26,40.09,61.25,12.83,134.4
Riyadh,SA,Asia,24.7136,46.6753,2024-04-26,32.98,124.47,26.49,52.89,6.6,94.9
Hanoi,VN,Asia,21.0285,105.8542,2024-04-26,73.82,123.24,44.41,47.65,15.76,169.3
Lahore,PK,Asia,31.5204,74.3587,2024-04-26,105.72,188.58,42.86,35.72,15.14,202.8
London,GB,Europe,51.5074,-0.1278,2024-04-26,16.66,31.99,32.33,43.4,3.93,60.0
Paris,FR,Europe,48.8566,2.3522,2024-04-26,28.11,50.17,36.06,44.43,5.62,84.5
Berlin,DE,Europe,52.52,13.405,2024-04-26,9.25,21.87,23.62,37.37,1.25,38.6
Madrid,ES,Europe,40.4168,-3.7038,2024-04-26,25.54,47.31,34.77,52.46,4.31,79.0
Rome,IT,Europe,41.9028,12.4964,2024-04-26,28.45,51.68,37.23,50.74,5.49,85.2
Moscow,RU,Europe,55.7558,37.6173,2024-04-26,28.64,58.46,34.82,40.09,5.73,85.6
Amsterdam,NL,Europe,52.3676,4.9041,2024-04-26,15.23,30.34,29.11,42.47,2.65,56.9
Warsaw,PL,Europe,52.2297,21.0122,2024-04-26,33.61,63.41,35.8,45.08,6.72,96.2
New York,US,North America,40.7128,-74.006,2024-04-26,34.55,59.82,33.27,49.96,7.31,98.3
Los Angeles,US,North America,34.0522,-118.2437,2024-04-26,19.69,42.03,24.34,60.41,1.94,66.5
Mexico City,MX,North America,19.4326,-99.1332,2024-04-26,66.58,117.37,47.79,58.47,16.32,161.7
Chicago,US,North America,41.8781,-87.6298,2024-04-26,31.67,57.5,32.83,50.5,7.33,92.1
Toronto,CA,North America,43.6532,-79.3832,2024-04-26,21.73,40.59,28.86,46.52,4.35,70.8
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-26,65.71,111.06,48.35,51.21,12.14,160.8
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-26,45.2,80.3,39.1,53.06,8.04,124.5
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-26,69.95,117.93,51.98,57.59,13.39,165.3
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-26,16.89,35.34,24.45,51.67,2.78,60.5
Santiago,CL,South America,-33.4489,-70.6693,2024-04-26,20.4,48.6,41.2,39.72,4.48,68.0
Bogotá,CO,South America,4.711,-74.0721,2024-04-26,25.15,49.73,33.58,38.95,5.63,78.2
Cairo,EG,Africa,30.0444,31.2357,2024-04-26,133.31,237.46,64.15,61.49,25.66,231.8
Lagos,NG,Africa,6.5244,3.3792,2024-04-26,75.22,135.33,45.11,51.07,12.04,170.8
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-26,5.0,10.0,13.07,31.44,3.63,20.9
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-26,35.56,65.84,33.28,43.17,8.11,100.4
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-26,12.59,26.39,23.8,49.28,2.52,51.3
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-26,16.25,31.38,22.13,46.28,2.85,59.1
Delhi,IN,Asia,28.7041,77.1025,2024-04-27,92.43,173.65,46.22,39.73,11.49,188.9
Beijing,CN,Asia,39.9042,116.4074,2024-04-27,88.4,155.11,51.7,41.02,20.68,184.7
Tokyo,JP,Asia,35.6762,139.6503,2024-04-27,14.86,29.79,22.93,36.96,1.97,56.1
Seoul,KR,Asia,37.5665,126.978,2024-04-27,36.33,69.5,33.17,40.9,8.27,102.3
Mumbai,IN,Asia,19.076,72.8777,2024-04-27,73.0,137.0,47.0,41.4,11.6,168.5
Shanghai,CN,Asia,31.2304,121.4737,2024-04-27,73.99,135.99,54.0,39.2,18.8,169.5
Bangkok,TH,Asia,13.7563,100.5018,2024-04-27,98.36,170.04,63.68,63.01,18.67,195.1
Jakarta,ID,Asia,-6.2088,106.8456,2024-04-27,69.32,123.99,48.66,50.8,12.86,164.6
Hong Kong,HK,Asia,22.3193,114.1694,2024-04-27,29.88,57.32,37.44,42.46,6.98,88.3
Singapore,SG,Asia,1.3521,103.8198,2024-04-27,33.97,59.96,35.99,48.59,7.39,97.0
Kolkata,IN,Asia,22.5726,88.3639,2024-04-27,117.27,218.4,61.13,49.68,17.45,215.0
Dubai,AE,Asia,25.2048,55.2708,2024-04-27,19.31,91.47,25.16,52.29,6.86,65.6
Riyadh,SA,Asia,24.7136,46.6753,2024-04-27,50.62,150.93,35.31,58.19,10.12,138.0
Hanoi,VN,Asia,21.0285,105.8542,2024-04-27,9.06,26.09,12.03,28.22,2.81,37.8
Lahore,PK,Asia,31.5204,74.3587,2024-04-27,121.88,212.81,50.94,40.56,18.38,219.8
London,GB,Europe,51.5074,-0.1278,2024-04-27,25.97,45.95,36.98,46.19,5.79,79.9
Paris,FR,Europe,48.8566,2.3522,2024-04-27,15.53,31.29,29.76,40.66,3.11,57.6
Berlin,DE,Europe,52.52,13.405,2024-04-27,13.16,27.74,25.58,38.55,2.03,52.5
Madrid,ES,Europe,40.4168,-3.7038,2024-04-27,35.71,62.56,39.85,55.51,6.34,100.8
Rome,IT,Europe,41.9028,12.4964,2024-04-27,41.6,71.4,43.8,54.68,8.12,115.5
Moscow,RU,Europe,55.7558,37.6173,2024-04-27,57.26,101.39,49.13,48.68,11.45,152.0
Amsterdam,NL,Europe,52.3676,4.9041,2024-04-27,18.59,35.39,30.8,43.48,3.32,64.1
Warsaw,PL,Europe,52.2297,21.0122,2024-04-27,26.98,53.46,32.49,43.09,5.4,82.0
New York,US,North America,40.7128,-74.006,2024-04-27,21.0,39.5,26.5,45.9,4.6,69.3
Los Angeles,US,North America,34.0522,-118.2437,2024-04-27,63.85,108.27,46.42,73.65,10.77,158.9
Mexico City,MX,North America,19.4326,-99.1332,2024-04-27,80.58,138.36,54.79,62.67,19.12,176.4
Chicago,US,North America,41.8781,-87.6298,2024-04-27,18.36,37.54,26.18,46.51,4.67,63.6
Toronto,CA,North America,43.6532,-79.3832,2024-04-27,22.21,41.31,29.1,46.66,4.44,71.8
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-27,50.41,88.11,40.7,46.62,9.08,137.5
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-27,39.93,72.39,36.46,51.48,6.99,111.3
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-27,29.87,57.81,31.94,45.56,5.37,88.3
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-27,21.25,41.87,26.62,52.97,3.65,69.8
Santiago,CL,South America,-33.4489,-70.6693,2024-04-27,74.42,129.63,68.21,55.93,15.28,170.0
Bogotá,CO,South America,4.711,-74.0721,2024-04-27,18.74,40.11,30.37,37.02,4.35,64.4
Cairo,EG,Africa,30.0444,31.2357,2024-04-27,79.19,156.28,37.09,45.26,14.84,175.0
Lagos,NG,Africa,6.5244,3.3792,2024-04-27,38.23,79.85,26.62,39.97,4.65,107.1
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-27,5.39,28.09,21.7,36.62,7.08,22.5
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-27,22.37,46.05,26.68,39.21,5.47,72.2
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-27,11.09,24.13,23.04,48.83,2.22,46.2
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-27,9.3,20.95,18.65,44.19,1.46,38.8
Delhi,IN,Asia,28.7041,77.1025,2024-04-28,122.15,218.22,61.07,48.64,17.43,220.1
Beijing,CN,Asia,39.9042,116.4074,2024-04-28,49.14,96.2,32.07,29.24,12.83,134.3
Tokyo,JP,Asia,35.6762,139.6503,2024-04-28,38.97,65.96,34.99,44.19,6.79,108.9
Seoul,KR,Asia,37.5665,126.978,2024-04-28,22.58,48.87,26.29,36.77,5.52,72.6
Mumbai,IN,Asia,19.076,72.8777,2024-04-28,83.45,152.67,52.22,44.53,13.69,179.5
Shanghai,CN,Asia,31.2304,121.4737,2024-04-28,67.79,126.69,50.9,37.34,17.56,163.0
Bangkok,TH,Asia,13.7563,100.5018,2024-04-28,35.21,75.32,32.11,44.06,6.04,99.7
Jakarta,ID,Asia,-6.2088,106.8456,2024-04-28,69.04,123.55,48.52,50.71,12.81,164.3
Hong Kong,HK,Asia,22.3193,114.1694,2024-04-28,5.0,10.0,15.55,29.33,1.0,20.9
Singapore,SG,Asia,1.3521,103.8198,2024-04-28,25.35,47.03,31.68,46.01,5.67,78.6
Kolkata,IN,Asia,22.5726,88.3639,2024-04-28,120.79,223.68,62.89,50.74,18.16,218.7
Dubai,AE,Asia,25.2048,55.2708,2024-04-28,57.97,149.45,44.48,63.89,14.59,152.7
Riyadh,SA,Asia,24.7136,46.6753,2024-04-28,5.0,62.12,5.71,40.42,1.0,20.9
Hanoi,VN,Asia,21.0285,105.8542,2024-04-28,75.78,126.18,45.39,48.24,16.16,171.4
Lahore,PK,Asia,31.5204,74.3587,2024-04-28,129.81,224.71,54.9,42.94,19.96,228.1
London,GB,Europe,51.5074,-0.1278,2024-04-28,24.76,44.14,36.38,45.83,5.55,77.3
Paris,FR,Europe,48.8566,2.3522,2024-04-28,13.47,28.2,28.73,40.04,2.69,53.1
Berlin,DE,Europe,52.52,13.405,2024-04-28,21.44,40.16,29.72,41.03,3.69,70.2
Madrid,ES,Europe,40.4168,-3.7038,2024-04-28,18.72,37.08,31.36,50.42,2.94,64.4
Rome,IT,Europe,41.9028,12.4964,2024-04-28,26.86,49.28,36.43,50.26,5.17,81.8
Moscow,RU,Europe,55.7558,37.6173,2024-04-28,29.49,59.73,35.24,40.35,5.9,87.4
Amsterdam,NL,Europe,52.3676,4.9041,2024-04-28,23.16,42.24,33.08,44.85,4.23,73.9
Warsaw,PL,Europe,52.2297,21.0122,2024-04-28,46.31,82.47,42.16,48.89,9.26,127.3
New York,US,North America,40.7128,-74.006,2024-04-28,44.35,74.52,38.17,52.9,9.27,122.4
Los Angeles,US,North America,34.0522,-118.2437,2024-04-28,28.13,54.69,28.56,62.94,3.63,84.5
Mexico City,MX,North America,19.4326,-99.1332,2024-04-28,116.27,191.9,72.63,73.38,26.25,213.9
Chicago,US,North America,41.8781,-87.6298,2024-04-28,44.71,77.07,39.36,54.41,9.94,123.3
Toronto,CA,North America,43.6532,-79.3832,2024-04-28,6.97,18.45,21.48,42.09,1.39,29.1
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-28,57.68,99.02,44.34,48.8,10.54,152.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-28,16.44,37.16,24.72,44.43,2.29,59.5
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-28,45.85,81.77,39.92,50.35,8.57,126.1
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-28,28.05,52.08,30.03,55.02,5.01,84.4
Santiago,CL,South America,-33.4489,-70.6693,2024-04-28,74.74,130.11,68.37,56.02,15.35,170.3
Bogotá,CO,South America,4.711,-74.0721,2024-04-28,29.82,56.73,35.91,40.35,6.56,88.1
Cairo,EG,Africa,30.0444,31.2357,2024-04-28,74.31,148.97,34.66,43.79,13.86,169.9
Lagos,NG,Africa,6.5244,3.3792,2024-04-28,75.9,136.35,45.45,51.27,12.18,171.5
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-28,55.5,103.25,46.75,51.65,17.1,150.1
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-28,34.49,64.23,32.74,42.85,7.9,98.1
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-28,22.45,41.17,28.72,52.23,4.49,72.4
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-28,13.27,26.91,20.64,45.38,2.25,52.7
Delhi,IN,Asia,28.7041,77.1025,2024-04-29,120.54,215.82,60.27,48.16,17.11,218.4
Beijing,CN,Asia,39.9042,116.4074,2024-04-29,83.79,148.18,49.39,39.64,19.76,179.8
Tokyo,JP,Asia,35.6762,139.6503,2024-04-29,31.48,54.73,31.24,41.95,5.3,91.7
Seoul,KR,Asia,37.5665,126.978,2024-04-29,41.4,77.11,35.7,42.42,9.28,115.0
Mumbai,IN,Asia,19.076,72.8777,2024-04-29,101.02,179.03,61.01,49.81,17.2,197.9
Shanghai,CN,Asia,31.2304,121.4737,2024-04-29,59.78,114.67,46.89,34.93,15.96,154.6
Bangkok,TH,Asia,13.7563,100.5018,2024-04-29,83.94,148.41,56.47,58.68,15.79,180.0
Jakarta,ID,Asia,-6.2088,106.8456,2024-04-29,49.01,93.51,38.5,44.7,8.8,134.0
Hong Kong,HK,Asia,22.3193,114.1694,2024-04-29,39.65,71.97,42.32,45.39,8.93,110.6
Singapore,SG,Asia,1.3521,103.8198,2024-04-29,28.82,52.22,33.41,47.04,6.36,86.0
Kolkata,IN,Asia,22.5726,88.3639,2024-04-29,105.46,200.69,55.23,46.14,15.09,202.6
Dubai,AE,Asia,25.2048,55.2708,2024-04-29,109.61,226.92,70.31,79.38,24.92,206.9
Riyadh,SA,Asia,24.7136,46.6753,2024-04-29,85.66,203.49,52.83,68.7,17.13,181.8
Hanoi,VN,Asia,21.0285,105.8542,2024-04-29,70.61,118.42,42.81,46.68,15.12,166.0
Lahore,PK,Asia,31.5204,74.3587,2024-04-29,180.92,301.37,80.46,58.27,30.18,232.0
London,GB,Europe,51.5074,-0.1278,2024-04-29,36.12,61.18,42.06,49.24,7.82,101.8
Paris,FR,Europe,48.8566,2.3522,2024-04-29,36.01,62.01,40.0,46.8,7.2,101.5
Berlin,DE,Europe,52.52,13.405,2024-04-29,15.24,30.86,26.62,39.17,2.45,56.9
Madrid,ES,Europe,40.4168,-3.7038,2024-04-29,23.58,44.37,33.79,51.87,3.92,74.8
Rome,IT,Europe,41.9028,12.4964,2024-04-29,5.0,10.0,23.21,42.32,1.0,20.9
Moscow,RU,Europe,55.7558,37.6173,2024-04-29,45.95,84.42,43.47,45.28,9.19,126.4
Amsterdam,NL,Europe,52.3676,4.9041,2024-04-29,18.86,35.8,30.93,43.56,3.37,64.7
Warsaw,PL,Europe,52.2297,21.0122,2024-04-29,24.41,49.62,31.21,42.32,4.88,76.6
New York,US,North America,40.7128,-74.006,2024-04-29,5.0,13.34,17.78,40.67,1.11,20.9
Los Angeles,US,North America,34.0522,-118.2437,2024-04-29,41.0,74.0,35.0,66.8,6.2,114.0
Mexico City,MX,North America,19.4326,-99.1332,2024-04-29,54.24,98.86,41.62,54.77,13.85,147.1
Chicago,US,North America,41.8781,-87.6298,2024-04-29,16.54,34.81,25.27,45.96,4.31,59.7
Toronto,CA,North America,43.6532,-79.3832,2024-04-29,14.63,29.94,25.31,44.39,2.93,55.6
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-29,47.65,83.97,39.32,45.79,8.53,130.6
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-29,7.19,23.28,20.09,41.66,1.0,30.0
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-29,36.43,67.64,35.21,47.53,6.69,102.6
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-29,13.9,30.84,22.95,50.77,2.18,54.1
Santiago,CL,South America,-33.4489,-70.6693,2024-04-29,14.36,39.54,38.18,37.91,3.27,55.1
Bogotá,CO,South America,4.711,-74.0721,2024-04-29,10.26,27.39,26.13,34.48,2.65,42.8
Cairo,EG,Africa,30.0444,31.2357,2024-04-29,77.58,153.87,36.29,44.77,14.52,173.3
Lagos,NG,Africa,6.5244,3.3792,2024-04-29,77.85,139.27,46.42,51.85,12.57,173.6
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-29,5.0,10.0,15.53,32.92,4.61,20.9
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-29,79.21,131.31,55.1,56.26,16.84,175.0
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-29,8.24,19.86,21.62,47.97,1.65,34.3
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-29,15.68,30.52,21.84,46.1,2.74,57.9
Delhi,IN,Asia,28.7041,77.1025,2024-04-30,148.44,257.67,74.22,56.53,22.69,247.7
Beijing,CN,Asia,39.9042,116.4074,2024-04-30,166.29,271.94,90.65,64.39,36.26,216.7
Tokyo,JP,Asia,35.6762,139.6503,2024-04-30,19.17,36.25,25.08,38.25,2.83,65.3
Seoul,KR,Asia,37.5665,126.978,2024-04-30,52.82,94.22,41.41,45.84,11.56,143.5
Mumbai,IN,Asia,19.076,72.8777,2024-04-30,80.51,148.27,50.76,43.65,13.1,176.4
Shanghai,CN,Asia,31.2304,121.4737,2024-04-30,105.49,183.24,69.75,48.65,25.1,202.6
Bangkok,TH,Asia,13.7563,100.5018,2024-04-30,47.81,94.21,38.4,47.84,8.56,131.0
Jakarta,ID,Asia,-6.2088,106.8456,2024-04-30,73.09,129.63,50.54,51.93,13.62,168.6
Hong Kong,HK,Asia,22.3193,114.1694,2024-04-30,32.58,61.37,38.79,43.27,7.52,94.0
Singapore,SG,Asia,1.3521,103.8198,2024-04-30,52.28,87.42,45.14,54.08,11.06,142.2
Kolkata,IN,Asia,22.5726,88.3639,2024-04-30,96.27,186.9,50.63,43.38,13.25,192.9
Dubai,AE,Asia,25.2048,55.2708,2024-04-30,36.4,117.1,33.7,57.42,10.28,102.5
Riyadh,SA,Asia,24.7136,46.6753,2024-04-30,48.02,147.04,34.01,57.41,9.6,131.6
Hanoi,VN,Asia,21.0285,105.8542,2024-04-30,44.41,79.11,29.7,38.82,9.88,122.5
Lahore,PK,Asia,31.5204,74.3587,2024-04-30,114.89,202.33,47.44,38.47,16.98,212.5
London,GB,Europe,51.5074,-0.1278,2024-04-30,7.36,18.04,27.68,40.61,2.07,30.7
Paris,FR,Europe,48.8566,2.3522,2024-04-30,8.98,21.46,26.49,38.69,1.8,37.4
Berlin,DE,Europe,52.52,13.405,2024-04-30,5.0,13.35,20.78,35.67,1.0,20.9
Madrid,ES,Europe,40.4168,-3.7038,2024-04-30,42.27,72.41,43.14,57.48,7.65,117.2
Rome,IT,Europe,41.9028,12.4964,2024-04-30,17.06,34.6,31.53,47.32,3.21,60.8
Moscow,RU,Europe,55.7558,37.6173,2024-04-30,46.72,85.58,43.86,45.52,9.34,128.3
Amsterdam,NL,Europe,52.3676,4.9041,2024-04-30,31.15,54.22,37.07,47.24,5.83,91.0
Warsaw,PL,Europe,52.2297,21.0122,2024-04-30,7.13,23.69,22.56,37.14,1.43,29.7
New York,US,North America,40.7128,-74.006,2024-04-30,39.39,67.09,35.7,51.42,8.28,110.0
Los Angeles,US,North America,34.0522,-118.2437,2024-04-30,57.57,98.85,43.28,71.77,9.51,152.3
Mexico City,MX,North America,19.4326,-99.1332,2024-04-30,48.34,90.02,38.67,53.0,12.67,132.4
Chicago,US,North America,41.8781,-87.6298,2024-04-30,13.11,29.67,23.56,44.93,3.62,52.4
Toronto,CA,North America,43.6532,-79.3832,2024-04-30,14.87,30.31,25.44,44.46,2.97,56.1
São Paulo,BR,South America,-23.5505,-46.6333,2024-04-30,49.56,86.83,40.28,46.37,8.91,135.4
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-04-30,45.25,80.38,39.13,53.08,8.05,124.6
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-04-30,77.47,129.21,55.74,59.84,14.89,173.2
Fortaleza,BR,South America,-3.7172,-38.5433,2024-04-30,21.97,42.95,26.98,53.19,3.79,71.3
Santiago,CL,South America,-33.4489,-70.6693,2024-04-30,72.91,127.36,67.45,55.47,14.98,168.4
Bogotá,CO,South America,4.711,-74.0721,2024-04-30,25.38,50.07,33.69,39.01,5.68,78.6
Cairo,EG,Africa,30.0444,31.2357,2024-04-30,83.19,162.28,39.09,46.46,15.64,179.2
Lagos,NG,Africa,6.5244,3.3792,2024-04-30,87.03,153.04,51.01,54.61,14.41,183.2
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-04-30,24.63,56.94,31.31,42.39,10.93,77.0
Nairobi,KE,Africa,-1.2921,36.8219,2024-04-30,5.71,21.07,18.36,34.21,2.14,23.8
Sydney,AU,Oceania,-33.8688,151.2093,2024-04-30,7.51,18.76,21.25,47.75,1.5,31.3
Melbourne,AU,Oceania,-37.8136,144.9631,2024-04-30,11.59,24.39,19.8,44.88,1.92,48.3
Delhi,IN,Asia,28.7041,77.1025,2024-05-01,189.45,319.18,94.73,68.84,30.89,241.0
Beijing,CN,Asia,39.9042,116.4074,2024-05-01,110.0,187.5,62.5,47.5,25.0,207.3
Tokyo,JP,Asia,35.6762,139.6503,2024-05-01,21.05,39.07,26.02,38.81,3.21,69.4
Seoul,KR,Asia,37.5665,126.978,2024-05-01,43.0,79.5,36.5,42.9,9.6,119.0
Mumbai,IN,Asia,19.076,72.8777,2024-05-01,66.78,127.67,43.89,39.53,10.36,162.0
Shanghai,CN,Asia,31.2304,121.4737,2024-05-01,68.7,128.05,51.35,37.61,17.74,164.0
Bangkok,TH,Asia,13.7563,100.5018,2024-05-01,79.69,142.03,54.34,57.41,14.94,175.5
Jakarta,ID,Asia,-6.2088,106.8456,2024-05-01,31.55,67.33,29.78,39.47,5.31,91.8
Hong Kong,HK,Asia,22.3193,114.1694,2024-05-01,44.82,79.72,44.91,46.94,9.96,123.5
Singapore,SG,Asia,1.3521,103.8198,2024-05-01,37.23,64.85,37.62,49.57,8.05,104.6
Kolkata,IN,Asia,22.5726,88.3639,2024-05-01,92.54,181.31,48.77,42.26,12.51,189.0
Dubai,AE,Asia,25.2048,55.2708,2024-05-01,17.93,89.4,24.47,51.88,6.59,62.7
Riyadh,SA,Asia,24.7136,46.6753,2024-05-01,41.11,136.66,30.55,55.33,8.22,114.3
Hanoi,VN,Asia,21.0285,105.8542,2024-05-01,65.55,110.83,40.28,45.17,14.11,160.7
Lahore,PK,Asia,31.5204,74.3587,2024-05-01,161.28,271.92,70.64,52.38,26.26,211.4
London,GB,Europe,51.5074,-0.1278,2024-05-01,37.55,63.32,42.77,49.66,8.11,105.4
Paris,FR,Europe,48.8566,2.3522,2024-05-01,19.13,36.69,31.56,41.74,3.83,65.2
Berlin,DE,Europe,52.52,13.405,2024-05-01,15.41,31.11,26.7,39.22,2.48,57.3
Madrid,ES,Europe,40.4168,-3.7038,2024-05-01,32.85,58.27,38.42,54.65,5.77,94.6
Rome,IT,Europe,41.9028,12.4964,2024-05-01,45.95,77.92,45.97,55.98,8.99,126.4
Moscow,RU,Europe,55.7558,37.6173,2024-05-01,35.46,68.69,38.23,42.14,7.09,100.2
Amsterdam,NL,Europe,52.3676,4.9041,2024-05-01,17.96,34.45,30.48,43.29,3.19,62.8
Warsaw,PL,Europe,52.2297,21.0122,2024-05-01,20.22,43.33,29.11,41.07,4.04,67.6
New York,US,North America,40.7128,-74.006,2024-05-01,31.87,55.8,31.93,49.16,6.77,92.5
Los Angeles,US,North America,34.0522,-118.2437,2024-05-01,47.52,83.78,38.26,68.76,7.5,130.3
Mexico City,MX,North America,19.4326,-99.1332,2024-05-01,80.0,137.5,54.5,62.5,19.0,175.8
Chicago,US,North America,41.8781,-87.6298,2024-05-01,60.14,100.21,47.07,59.04,13.03,155.0
Toronto,CA,North America,43.6532,-79.3832,2024-05-01,17.71,34.56,26.85,45.31,3.54,62.2
São Paulo,BR,South America,-23.5505,-46.6333,2024-05-01,27.98,54.47,29.49,39.89,4.6,84.2
Rio de Janeiro,BR,South America,-22.9068,-43.1729,2024-05-01,40.0,72.5,36.5,51.5,7.0,111.5
Buenos Aires,AR,South America,-34.6037,-58.3816,2024-05-01,75.39,126.08,54.69,59.22,14.48,171.0
Fortaleza,BR,South America,-3.7172,-38.5433,2024-05-01,54.67,92.01,43.34,63.0,10.33,148.2
Santiago,CL,South America,-33.4489,-70.6693,2024-05-01,15.8,41.7,38.9,38.34,3.56,58.1
Bogotá,CO,South America,4.711,-74.0721,2024-05-01,10.4,27.61,26.2,34.52,2.68,43.4
Cairo,EG,Africa,30.0444,31.2357,2024-05-01,62.88,131.82,28.94,40.36,11.58,157.9
Lagos,NG,Africa,6.5244,3.3792,2024-05-01,88.4,155.1,51.7,55.02,14.68,184.7
Johannesburg,ZA,Africa,-26.2041,28.0473,2024-05-01,23.04,54.56,30.52,41.91,10.61,73.6
Nairobi,KE,Africa,-1.2921,36.8219,2024-05-01,36.53,67.3,33.77,43.46,8.31,102.8
Sydney,AU,Oceania,-33.8688,151.2093,2024-05-01,20.64,38.46,27.82,51.69,4.13,68.5
Melbourne,AU,Oceania,-37.8136,144.9631,2024-05-01,17.88,33.82,22.94,46.76,3.18,62.6
Delhi,IN,Asia,28.7041,77.1025,2024-05-02,131.73,232.6,65.87,51.52,19.35,230.1
